smoke_dum,neuroticism,conscientiousness,extraversion,smoke_parent,parent_control,maternal_care,taught,male,black,hisp,asian,race_other,prof,home,job_other
0,-0.3246819,1.565015,0.9875695,1,1,4.5,1,0,0,0,0,0,0,0,1
0,0.3445376,-0.8311055,0.9406958,0,0.7142857,3.5,1,0,0,0,0,0,0,0,1
1,-0.2829252,-1.718458,0.3490682,1,0.8571429,4.75,1,1,0,0,0,0,0,0,1
0,0.9094532,0.3712381,0.9406958,1,0.4285714,4.5,1,1,0,0,0,0,0,0,1
0,-0.3664385,-0.0556436,1.260275,1,0.8571429,4.75,1,0,0,0,0,0,0,0,1
0,-0.6635203,-1.24942,1.260275,1,0.2857143,5,1,0,0,0,0,0,0,0,1
0,0.8960367,0.9681265,0.3490682,1,0.8571429,5,1,0,0,0,0,0,0,0,1
0,-0.1380156,-1.427994,0.3490682,0,0.8571429,5,1,1,0,0,0,0,0,1,0
0,0.8960367,-0.1224916,0.6679905,1,1,3.25,1,0,0,0,0,0,1,0,0
0,-0.3562064,0.2260886,0.9875695,1,0.5714286,5,1,0,0,0,0,0,1,0,0
0,0.8676965,0.3203491,1.260275,1,0.5714286,5,1,1,0,0,0,0,0,0,1
0,-0.3144498,-2.451764,0.6686472,1,0.8571429,4.5,1,1,0,0,0,0,0,0,0
0,-0.3246819,0.2260886,0.6217735,1,0.8571429,3.75,1,0,0,0,0,0,0,0,1
0,-0.3790164,0.5499773,0.3490682,0,0.7142857,4.75,1,1,0,0,0,0,0,0,1
0,-0.3664385,-0.9676881,0.6679905,0,0.7142857,4.75,0,1,0,0,0,0,1,0,0
1,-0.3664385,-0.3373757,0.3490682,1,1,4.5,1,0,0,0,0,0,1,0,0
0,-0.8478408,-0.4737927,0.3497249,1,1,4.75,1,0,0,0,0,0,0,0,1
0,0.8542801,-0.788949,0.6679905,1,0.4285714,4.75,1,1,0,0,0,0,0,0,1
0,0.8960367,-1.018577,0.6217735,1,0.2857143,5,1,1,0,0,0,1,1,0,0
1,-2.891389,-0.4216887,0.6217735,1,0.7142857,4,1,0,0,0,0,0,0,0,1
0,-0.182118,-1.615465,0.3490682,1,0.5714286,4.75,1,1,0,0,0,0,1,0,0
0,-1.267265,-0.5072168,-0.2425593,1,0.2857143,3.75,0,0,0,1,0,0,0,0,1
1,-0.1663557,0.2260886,-1.473345,1,0.8571429,4.5,1,0,0,0,0,0,0,0,1
0,-0.3246819,-0.0556436,-0.5614816,1,1,5,1,1,0,0,0,0,0,0,1
1,-0.2364525,0.2781926,-2.111846,1,1,4,1,0,0,0,0,0,0,0,1
0,-0.8761809,1.565015,-0.5621383,1,0.8571429,5,1,1,0,0,0,0,0,0,1
1,-0.4231188,-0.0890676,-0.6090121,1,0.8571429,5,1,0,0,0,0,0,0,0,1
0,0.9062688,0.2260886,-1.839141,1,0.8571429,5,0,1,1,0,0,0,0,0,1
0,-0.182118,0.2260886,-0.2894331,0,0.5714286,5,1,0,0,0,0,0,1,0,0
1,-1.060501,-0.5159492,-0.2425593,1,0.8571429,4.25,1,0,0,0,0,0,0,0,1
0,-0.3664385,0.2260886,-0.5159213,0,0.8571429,5,1,0,0,1,0,0,0,0,1
0,-0.3664385,0.2260886,-1.20064,1,1,4.75,1,1,0,0,0,0,1,0,0
0,-0.3664385,-0.4737927,-0.5621383,0,1,5,1,0,0,0,1,0,0,0,1
0,0.7873677,-0.3795322,-0.5621383,0,0.7142857,5,1,1,0,0,0,1,0,0,1
0,-0.5247647,0.2260886,-0.8348436,1,0.4285714,5,1,0,0,0,0,0,0,0,1
0,-0.3246819,0.5499773,-2.111846,1,0.8571429,4.75,1,0,0,0,0,0,0,0,1
0,-0.2081124,0.2260886,-0.9279343,0,0.7142857,4.75,1,0,0,0,0,0,0,0,1
0,-0.3246819,-0.9851531,-0.5621383,0,0.8571429,5,1,1,0,0,0,0,0,0,1
0,-2.014225,0.9681265,-1.473345,1,0.8571429,4.25,1,1,0,0,0,0,0,0,0
0,-0.3664385,0.2260886,-0.6083553,0,0.2857143,5,1,1,1,0,0,0,0,0,1
1,-0.353022,-0.4216887,-1.199983,1,1,5,1,0,0,0,0,0,1,0,0
0,-0.4522976,0.6442378,-1.20064,1,0.8571429,4.5,1,0,0,1,0,0,0,1,0
0,-0.3664385,0.2260886,-0.0160711,1,0.5714286,5,1,0,1,0,0,0,0,0,1
0,-0.0825302,1.249859,-1.154423,1,0.8571429,5,1,0,0,0,0,0,0,1,0
1,-0.3664385,0.5499773,-0.9279343,1,1,3.75,1,1,0,0,0,0,0,0,1
0,-0.3404441,-1.146262,-0.5621383,0,0.7142857,4.75,1,1,0,0,0,0,1,0,0
0,0.1567204,0.2260886,-0.2894331,1,0.8571429,4.5,0,1,0,0,0,0,0,0,1
0,0.044867,1.565015,-1.520219,1,0.8571429,4,1,0,0,0,0,0,1,0,0
0,-0.4593452,0.2260886,-1.20064,1,0.8571429,4.75,1,0,0,0,0,0,0,0,1
0,0.8542801,-3.79069,-0.5621383,1,0.4285714,5,1,0,0,0,0,0,0,0,1
0,-0.3790164,-1.112838,-1.74605,0,0.5714286,4,1,0,0,0,0,1,0,0,1
1,0.4213698,-2.024717,-1.745393,1,0.8571429,5,1,0,0,0,0,0,0,0,1
0,0.8542801,1.241126,-1.20064,1,0.7142857,5,1,0,0,0,0,1,0,1,0
0,-0.3664385,0.2260886,-0.2894331,1,0.8571429,4.75,1,1,0,0,0,0,1,0,0
1,-2.911867,1.249859,-1.566436,0,0.8571429,2.5,1,0,0,1,0,0,0,0,1
1,-0.8761809,0.2260886,-1.20064,0,0.7142857,4.75,1,0,0,0,0,0,0,0,1
0,0.8542801,1.565015,-0.5621383,1,1,4.25,1,0,0,0,0,0,0,0,1
0,0.8417022,-0.3707998,-1.20064,1,0.8571429,4.5,1,0,0,0,0,1,0,1,0
0,0.922031,0.6442378,-0.3356501,0,0.4285714,5,0,0,1,0,0,0,0,0,0
0,-1.860833,0.3625056,-0.5621383,1,0.8571429,4.25,1,1,0,0,0,0,1,0,0
1,0.8542801,0.2260886,-1.246857,1,0.7142857,5,1,1,0,0,0,0,0,0,1
0,0.683376,0.2260886,-0.2894331,1,0.8571429,5,1,0,0,0,0,1,0,1,0
0,-1.536319,-1.112838,-2.384551,1,0.8571429,4.75,1,1,0,0,0,0,0,0,1
0,0.3445376,-0.0890676,-1.20064,1,1,5,1,1,1,0,0,0,1,0,0
0,0.1149638,0.2260886,-0.243216,0,0.8571429,5,1,1,0,0,0,0,0,0,1
0,0.467531,-0.0978001,-0.6096688,1,0.1428571,3.25,1,1,0,0,0,0,0,0,1
0,-0.3664385,-1.009845,-0.8817173,1,1,5,1,0,0,0,1,0,0,1,0
0,0.8542801,1.565015,-0.3349934,1,0.8571429,4.5,1,0,1,0,0,0,0,0,1
1,-0.905672,-0.0890676,-2.384551,1,0.8571429,4.75,0,0,0,0,0,0,0,0,1
0,-0.6153398,0.1751996,-1.20064,0,0.7142857,5,1,0,0,1,0,0,0,0,1
0,0.302781,-0.3707998,-0.2900898,0,0.8571429,5,1,0,0,0,0,0,0,0,1
0,-1.095523,0.2260886,-1.839141,1,1,5,1,0,1,0,0,0,0,0,1
1,-0.2624469,0.5499773,-0.7892833,1,0.7142857,4.25,1,0,0,1,0,0,0,0,1
1,0.3433867,-0.7976814,-0.2425593,0,0.8571429,4.25,1,0,1,0,0,0,0,0,1
0,-0.4073565,0.5499773,-1.154423,1,1,5,1,1,0,0,0,0,0,0,1
1,-0.3664385,0.2260886,-1.246857,1,0.8571429,4.75,1,1,0,0,0,0,0,0,1
1,-0.3664385,0.2260886,0.6686472,0,1,4.5,1,0,0,0,0,0,0,0,1
0,0.8802744,1.565015,0.6686472,1,0.8571429,5,1,1,0,0,0,0,0,0,1
0,-0.3664385,0.6442378,0.9413525,0,1,4.5,1,0,0,0,0,0,0,0,1
0,0.3728777,0.2348211,0.9406958,1,0.7142857,4.5,1,1,0,0,0,0,0,0,0
1,-0.249869,0.2260886,0.6679905,0,0.5714286,4.25,1,0,0,0,0,0,0,0,1
0,0.7999455,-0.6946884,1.260275,1,0.7142857,4.5,1,0,0,0,0,0,0,0,1
0,0.3602999,0.2260886,0.6217735,1,1,4.75,1,1,0,0,0,0,0,0,1
0,0.3276244,-0.0890676,0.6686472,1,0.8571429,5,1,1,0,0,0,0,0,1,0
0,0.0471986,0.5499773,0.6686472,1,0.5714286,4.5,1,0,0,0,0,0,1,0,0
0,0.8417022,1.249859,0.6679905,1,1,4.5,1,0,0,0,0,0,0,0,1
0,-0.3664385,-0.1586365,0.3490682,1,1,4.25,1,1,1,0,0,0,1,0,0
1,-1.292134,-1.888299,0.3497249,1,0.8571429,4.75,1,1,0,0,0,0,0,0,1
0,0.3571154,1.241126,1.260275,1,0.7142857,5,1,1,0,1,0,0,0,0,1
1,0.8542801,-0.3373757,1.260275,1,0.7142857,5,1,1,0,0,0,0,0,0,1
0,-1.644676,-1.009845,0.0301459,1,0.7142857,4.5,1,0,0,0,0,0,0,0,1
0,0.8802744,0.959394,0.6217735,1,0.7142857,4.5,1,1,0,0,0,1,0,0,0
1,-0.3506762,0.2260886,0.9406958,0,0.8571429,4.75,1,0,0,0,0,0,0,0,1
0,0.8385177,1.241126,0.3490682,1,0.8571429,4.75,1,0,0,0,0,0,0,0,1
0,-0.2986875,-0.0890676,0.6679905,1,0.2857143,5,0,0,0,0,0,0,0,0,1
0,-0.3664385,-0.8311055,0.3490682,1,0.7142857,4.25,1,1,0,0,0,0,1,0,0
0,0.8542801,-0.1586365,1.260275,1,0.8571429,5,1,0,0,0,0,0,0,0,1
0,0.1602171,-0.0978001,0.9406958,1,0.8571429,5,1,1,0,0,0,0,0,0,1
0,0.1275416,0.9681265,1.260275,0,0.5714286,4.5,1,1,0,0,0,1,0,1,0
0,0.3728777,0.9172375,1.260275,1,0.5714286,4.5,1,1,0,0,0,0,0,0,1
1,0.3249671,0.92597,0.6217735,1,0.5714286,5,1,0,0,0,0,0,0,0,1
0,0.8542801,1.249859,0.3490682,1,0.5714286,5,1,0,0,0,0,0,0,0,1
0,0.8542801,-0.0556436,1.260275,1,0.8571429,5,1,1,0,0,0,0,0,0,0
0,0.30163,0.5078208,1.260275,1,0.8571429,3.25,1,0,0,0,0,0,0,0,1
0,0.6550359,-0.4129563,0.0294892,0,0.7142857,4.5,1,0,0,0,0,0,0,0,1
0,0.8542801,-0.4216887,0.6217735,1,0.7142857,5,1,1,0,0,0,0,1,0,0
1,0.6676137,-0.4216887,0.6686472,0,1,4.5,1,0,0,0,0,0,0,0,1
0,-0.2081124,0.5078208,0.3490682,1,0.4285714,5,0,0,0,0,1,0,0,0,1
0,-0.1923501,0.6442378,0.6679905,1,0.4285714,5,1,1,0,0,0,0,0,0,0
0,0.3728777,-0.1920606,0.6211168,1,1,4.5,1,1,0,0,0,0,0,0,1
0,0.8259399,0.2260886,0.3490682,0,0.8571429,5,1,0,0,0,0,0,0,0,1
0,0.8960367,0.2260886,0.0294892,1,0.5714286,4.5,1,1,0,0,0,0,0,1,0
0,0.8802744,-0.822373,0.3490682,0,0.8571429,5,1,1,0,0,0,0,0,0,1
0,-0.3506762,-0.8311055,0.0294892,0,0.8571429,4.5,1,1,0,0,0,0,1,0,0
0,-1.644676,-0.7976814,0.0294892,1,0.8571429,4,1,0,0,0,0,0,0,0,1
0,-0.3664385,-0.4042238,0.3490682,1,0.8571429,4.5,1,1,0,0,0,0,1,0,0
1,0.8802744,0.2260886,0.9413525,1,0.8571429,5,1,1,0,0,0,0,0,0,1
1,0.8960367,0.6529703,0.0294892,1,1,5,1,0,0,0,0,0,0,0,1
0,0.4280509,-0.4042238,0.3490682,1,0.5714286,5,1,0,0,0,1,0,0,0,1
0,0.8542801,0.6195462,0.9406958,1,1,4.75,1,1,0,0,0,0,1,0,0
0,0.5250499,-0.0469111,0.6679905,1,1,3.75,1,1,0,0,0,0,0,0,1
1,0.8417022,0.0809391,0.3490682,1,1,3.75,1,1,0,0,0,0,0,0,0
1,-0.3404441,-0.6946884,0.3490682,1,0.8571429,3.5,1,0,0,0,0,0,0,0,1
0,0.3728777,-0.1920606,0.3028512,1,0.8571429,4,1,1,0,0,0,0,0,0,0
1,-0.9281839,0.1926646,0.6686472,1,0.7142857,2.75,1,0,0,1,0,0,0,0,1
0,0.4248665,0.9681265,0.3028512,1,1,5,1,0,1,0,0,0,0,0,1
0,0.683376,0.9681265,0.6217735,1,0.7142857,5,1,1,0,0,0,0,0,0,1
0,0.8542801,1.565015,0.6679905,1,0.4285714,5,1,1,0,0,0,0,0,0,1
1,-0.3664385,0.9681265,0.0294892,0,0.8571429,4.25,1,0,0,0,0,0,0,0,1
0,-0.3506762,0.8317094,0.0757063,1,0.8571429,4.75,1,1,0,0,0,1,1,0,0
0,0.8542801,0.8651335,0.9406958,0,0.7142857,4.25,1,1,1,0,0,0,0,0,0
0,-0.3664385,-0.3707998,0.0301459,0,0.8571429,4.25,1,1,0,0,0,0,0,1,0
0,-0.3664385,1.565015,0.0308026,1,0.5714286,4.75,1,1,0,0,0,0,1,0,0
0,0.8542801,0.2260886,0.6217735,1,0.8571429,5,1,0,0,0,0,0,0,0,1
0,0.8417022,0.3290816,0.442159,1,0.5714286,5,1,1,0,0,0,0,0,0,1
1,0.922031,-1.854875,0.9875695,1,0.4285714,4.5,1,0,0,0,0,0,1,0,0
0,0.8542801,-1.888299,0.6217735,0,0.8571429,4.75,1,0,1,0,0,0,0,0,1
0,-0.2986875,-0.4216887,0.076363,1,0.8571429,4.5,1,0,0,0,0,0,0,0,1
0,0.683376,0.2260886,0.3490682,1,0.8571429,5,1,0,0,0,0,0,0,0,0
0,-1.374496,0.1839321,0.3490682,1,0.4285714,4.75,1,0,0,0,0,0,0,0,1
0,0.7511271,-1.812719,0.3484115,0,0.5714286,5,0,1,0,1,0,0,0,1,0
0,0.1669525,-1.009845,0.3490682,1,0.8571429,5,1,0,0,1,0,0,0,0,1
0,-0.3404441,0.2260886,0.3490682,1,0.8571429,4.5,1,0,0,0,0,0,0,0,1
0,0.8960367,0.2260886,0.9413525,1,1,4.75,1,0,0,0,0,0,0,0,1
0,-0.3664385,-0.3373757,0.9406958,1,0.8571429,5,1,0,0,0,0,0,0,0,1
0,0.1149638,0.2260886,0.3490682,0,1,3.5,1,1,0,0,0,0,0,1,0
0,0.9377933,0.5499773,0.0294892,1,0.8571429,4.25,1,0,0,0,0,0,0,0,1
1,0.8802744,-1.803986,1.260275,1,0.8571429,5,1,0,0,0,0,0,1,0,0
0,-0.1537779,0.2260886,0.3490682,1,1,4.75,1,1,0,0,0,0,0,0,1
1,-0.8761809,1.565015,0.3497249,1,0.8571429,5,1,0,0,0,0,0,1,0,0
1,0.4020565,-0.0890676,0.3490682,1,0.8571429,4,1,1,0,0,0,0,0,1,0
0,-0.9190885,-1.300309,0.3497249,1,0.8571429,5,0,1,0,0,0,0,0,0,0
0,-0.3664385,0.2260886,0.0294892,1,0.8571429,4.5,1,1,0,0,0,0,0,1,0
0,0.8542801,1.565015,0.9406958,1,0.5714286,4.75,1,1,0,0,0,0,0,0,1
0,-0.3664385,-0.3707998,0.3490682,1,0.8571429,4.5,1,1,0,1,0,0,0,0,1
0,-0.1380156,-0.788949,0.0301459,1,0.7142857,4.75,1,1,0,0,0,0,0,0,0
0,-0.2364525,-0.0978001,0.3490682,1,1,5,1,0,0,0,0,0,0,0,1
0,-0.3664385,0.2260886,0.3490682,0,1,5,1,0,0,0,1,0,1,0,0
0,0.8542801,-0.3707998,0.3490682,1,0.8571429,5,1,0,0,0,0,0,0,0,1
1,-0.8198129,-1.112838,1.260275,1,0.8571429,2.75,1,1,0,0,0,0,1,0,0
0,0.7841833,0.2348211,0.6217735,1,1,5,1,1,0,0,0,0,0,0,1
1,-0.4175886,-0.0890676,0.3490682,1,0.5714286,4.5,1,1,0,0,0,0,0,0,1
0,0.1602171,0.2260886,1.260275,1,0.2857143,4.75,1,1,0,0,0,0,0,0,1
0,-0.3664385,-1.751882,0.0301459,0,1,4,1,1,0,0,0,0,0,0,1
0,0.8385177,1.283283,0.3490682,1,1,4.5,1,0,1,0,0,0,0,0,1
0,-0.3246819,0.2260886,0.3490682,0,1,4.25,1,0,0,0,0,0,0,0,1
0,0.2279681,0.2595126,0.6679905,1,0.2857143,4,1,1,0,0,0,1,0,0,1
0,0.456391,0.2260886,0.3490682,1,0.7142857,5,1,1,0,0,0,1,0,0,0
1,0.1117793,-0.5072168,-0.2887764,1,0.8571429,4.75,1,1,0,0,0,0,1,0,0
0,0.8960367,-1.112838,-0.5621383,1,0.7142857,5,0,1,0,0,0,1,0,0,0
0,-2.54088,-0.0890676,-1.472688,1,1,4.25,1,1,0,0,0,0,0,0,1
0,-0.2206902,-1.112838,-1.20064,0,0.5714286,4.5,1,1,0,1,0,0,1,0,0
1,-0.1923501,-0.1920606,-0.8355003,0,0,4.5,1,0,1,0,0,0,0,1,0
1,-0.3246819,-0.8311055,-0.2425593,1,0.8571429,4.5,1,0,0,1,0,0,0,0,0
1,-0.2288778,0.6355053,-0.8810606,1,1,3.5,1,0,0,1,0,0,0,1,0
0,0.6936081,0.2260886,-0.243216,1,1,4,1,1,0,1,0,0,0,0,0
0,0.8542801,0.3290816,-1.566436,1,1,4,1,0,1,0,0,0,0,0,1
0,-0.3562064,-0.0890676,-0.8355003,1,1,4.75,1,1,1,0,0,0,0,0,0
0,0.0775425,0.2260886,-1.74605,0,1,4.5,1,0,1,0,0,0,0,0,0
0,-0.6311021,-0.9676881,-0.6090121,1,0.4285714,4.75,1,1,0,0,0,0,0,0,1
0,-0.3664385,0.2260886,-0.5614816,1,0.7142857,4.5,1,0,1,0,0,0,0,0,1
0,-0.864754,0.2260886,-0.5621383,0,1,4,1,1,1,0,0,0,1,0,0
0,0.7377105,0.6529703,-0.5621383,0,0.8571429,5,0,1,0,1,0,0,0,1,0
1,-0.244353,-0.4042238,-0.8817173,1,0.8571429,4.5,1,0,1,0,0,0,0,0,1
0,-0.3664385,0.2260886,-0.2425593,0,0.8571429,4.5,1,1,0,1,0,0,0,0,0
1,0.8259399,0.2260886,-0.243216,1,0.2857143,4.25,1,0,1,0,0,0,0,0,1
0,-0.4376862,0.6529703,-0.5621383,1,1,5,1,1,0,1,0,0,0,1,0
0,-0.3506762,0.2260886,-0.2425593,0,0.4285714,4.5,1,1,0,0,0,0,0,1,0
0,-0.3664385,-0.4042238,-0.5159213,1,1,4.5,1,0,1,0,0,0,0,0,1
1,-1.105755,0.2260886,-1.153766,1,0.5714286,4.75,1,0,0,0,0,0,0,0,0
1,0.8542801,1.283283,-2.384551,1,1,5,1,1,1,0,0,0,0,0,0
1,-1.108101,-0.6859559,-1.745393,1,0.8571429,4.75,1,0,0,1,0,0,0,0,1
0,0.7999455,1.565015,-0.9741514,1,1,5,1,1,0,0,0,0,0,0,1
0,-0.3915942,-1.173674,-0.2887764,0,0.8571429,4.75,1,0,0,1,0,0,0,0,1
1,-0.3790164,-0.7555249,-0.2894331,1,0.4285714,5,1,1,1,0,0,0,0,0,1
0,-0.3246819,-1.112838,-0.9279343,0,0.7142857,4,1,1,1,0,0,0,0,0,0
0,-0.4987703,-1.112838,-0.6083553,1,0.8571429,4.75,1,1,0,1,0,0,0,1,0
1,-0.5790992,-0.0890676,-0.8817173,1,0.5714286,5,1,1,0,0,0,0,1,0,0
0,-0.3664385,-0.4216887,-0.2894331,1,0.4285714,5,0,0,0,1,0,0,0,0,0
0,-0.5373425,-0.0890676,-0.6090121,1,0.2857143,4.5,1,1,0,1,0,0,1,0,0
0,-0.3664385,0.2260886,-0.2900898,1,0.8571429,5,1,0,1,0,0,0,0,0,1
1,0.8542801,1.565015,-2.384551,0,0.2857143,5,0,1,1,0,0,0,0,0,0
0,0.2563083,-0.0890676,-0.6552291,1,0.4285714,4,0,0,1,0,0,0,0,1,0
0,-0.3506762,0.2260886,-1.519562,1,0.8571429,4.5,1,1,1,0,0,0,0,0,1
0,-1.641492,-0.8311055,-0.5634518,1,1,4.25,1,1,0,0,0,0,1,0,0
1,-0.3246819,0.2260886,-0.243216,1,0.8571429,4.75,1,1,0,1,0,0,0,1,0
1,-0.3404441,0.2260886,-1.566436,1,1,4.5,1,1,0,1,0,0,0,1,0
0,0.8542801,1.565015,-0.5621383,0,0.4285714,5,1,0,1,0,0,0,0,0,1
0,0.8542801,0.2682451,-0.9285911,1,0.8571429,5,1,1,0,1,0,0,0,0,1
0,-0.483008,0.2260886,-0.2900898,1,0.4285714,5,1,1,0,0,0,0,1,0,0
0,0.1862115,-0.0978001,-0.9272776,0,0.2857143,5,1,1,0,1,0,0,0,0,0
0,0.2315333,0.5412448,-0.5621383,1,0.8571429,5,1,1,0,1,0,0,0,1,0
0,-0.7826787,0.5499773,-0.2900898,0,0.8571429,4.25,0,0,1,0,0,0,0,0,1
0,-0.3664385,0.5412448,-0.196999,1,1,4.5,0,1,0,0,0,0,0,0,1
0,0.8417022,0.5499773,0.3490682,0,0.7142857,5,1,1,0,1,0,0,1,0,0
0,-1.587157,-1.112838,1.260275,1,0.8571429,4.75,1,0,1,0,0,0,0,0,0
1,0.8385177,0.5412448,0.0301459,1,1,4.25,1,1,0,1,0,0,0,1,0
1,-0.9190885,0.6529703,-0.0167278,1,0.8571429,3.5,1,1,0,0,0,0,0,0,0
0,0.3728777,0.2260886,0.9413525,1,0.7142857,5,0,0,0,1,0,0,0,0,1
0,0.8542801,1.241126,-0.0154144,1,0.8571429,5,1,1,0,1,0,0,0,0,1
0,-0.8478408,0.2260886,0.6679905,0,0.8571429,4.5,1,1,0,0,0,0,0,0,1
0,-0.0793457,0.9681265,-0.0173845,1,0.4285714,4.5,1,1,0,1,0,0,0,0,0
0,-0.3664385,0.2260886,0.3490682,0,1,4.5,1,1,0,1,0,0,0,1,0
1,0.3185433,0.3203491,0.9875695,1,0.5714286,5,1,0,1,0,0,0,0,0,1
0,-0.3664385,-1.052001,0.3490682,1,0.5714286,5,1,0,0,1,0,0,0,1,0
1,-0.3664385,0.2260886,0.0301459,0,0.7142857,4.75,1,0,0,1,0,0,0,1,0
1,0.30163,1.565015,0.9406958,1,1,4,1,1,0,0,0,0,0,0,1
0,-0.3246819,-0.0556436,0.3490682,1,0.2857143,5,1,1,0,1,0,0,0,0,1
0,-0.1978803,1.565015,1.260275,1,0.8571429,4.5,1,0,1,0,0,0,1,0,0
0,0.2189554,0.6442378,0.0301459,1,0.8571429,5,1,1,1,0,0,0,0,0,1
0,0.6290416,-1.897032,0.0301459,1,0.5714286,4.5,1,0,1,0,0,0,0,1,0
0,0.7093704,1.565015,-0.1963423,0,0.7142857,4.5,1,1,1,0,0,0,0,0,1
0,-1.248319,-0.0978001,0.0294892,1,0.8571429,4.25,1,1,1,0,0,0,0,1,0
0,0.2890522,0.2260886,0.9406958,1,0.1428571,4.75,1,1,1,0,0,0,0,1,0
1,0.8542801,-0.2254846,0.395942,1,0.8571429,5,1,1,0,1,0,0,0,1,0
1,0.6676137,-0.0890676,0.6679905,1,0.2857143,4,1,0,0,0,0,0,0,0,0
0,-0.1120212,-1.009845,1.260275,1,0.8571429,5,1,1,0,0,0,1,0,0,1
0,0.8960367,-0.4042238,0.0301459,1,0.8571429,4.5,1,1,0,0,0,0,0,0,1
0,0.8417022,0.2260886,0.7148643,1,0.8571429,5,1,1,0,1,0,0,0,1,0
0,0.8834589,0.2260886,0.3490682,1,1,5,1,1,0,1,0,0,0,1,0
0,-0.5247647,-0.0890676,0.0294892,0,0.2857143,4.5,1,0,1,0,0,0,0,0,0
0,0.456391,-0.3707998,1.260275,1,0.5714286,5,1,1,1,0,0,0,1,0,0
0,0.8542801,0.6529703,0.6679905,1,0.8571429,5,1,0,0,1,0,0,0,1,0
0,0.8960367,1.565015,0.0288325,0,0.8571429,5,1,1,1,0,0,0,1,0,0
0,-0.2081124,-0.822373,0.0301459,1,1,4.5,1,0,0,1,0,0,0,0,0
0,0.8960367,0.2260886,0.6679905,0,0.5714286,4.75,1,1,0,1,0,0,0,0,0
0,0.8542801,0.9681265,0.0294892,0,0.4285714,4,1,1,0,0,0,1,0,0,1
0,0.8542801,0.2694601,0.9875695,1,0.7142857,3.5,1,0,1,0,0,0,1,0,0
1,-0.3664385,-1.112838,0.3490682,1,0.8571429,3.75,1,0,1,0,0,0,0,1,0
0,-0.3664385,0.2260886,0.0301459,0,0.1428571,4.75,1,1,1,0,0,0,0,0,0
0,-0.3664385,0.2260886,0.9406958,1,0.7142857,5,1,0,1,0,0,0,0,1,0
0,-0.3664385,-1.615465,-0.8810606,1,0.7142857,4,1,1,0,0,0,0,0,0,0
0,-1.112504,-0.3707998,-0.5621383,1,0.4285714,4.5,1,0,0,0,0,1,1,0,0
0,0.8542801,0.92597,-0.5621383,1,1,3.75,1,1,0,0,0,0,0,0,1
0,0.0606293,-0.4129563,-0.2425593,1,0.7142857,4.75,1,1,0,0,0,0,0,0,0
0,0.8542801,-1.291411,-1.153766,0,0.5714286,5,1,0,1,0,0,0,1,0,0
0,0.2840491,-0.6612644,-1.29373,0,1,3.75,1,1,0,0,0,0,0,0,1
0,-0.3246819,-0.8311055,-0.2894331,1,0.8571429,4.75,1,1,0,0,0,0,0,0,1
1,-0.3664385,0.2260886,-0.8817173,1,0.5714286,4.75,1,0,0,0,0,0,1,0,0
0,0.3602999,-0.822373,-0.243216,0,0.4285714,5,1,1,0,0,0,0,0,0,1
1,-1.587157,-0.0556436,-1.74605,1,0.8571429,4.75,1,0,0,0,0,0,0,1,0
1,-0.182118,-1.130303,-0.2900898,1,0.5714286,5,1,0,0,0,0,0,0,1,0
0,-0.1505934,-1.052001,-0.2900898,1,0.8571429,5,1,0,1,0,0,0,0,0,1
1,0.9322631,0.92597,-0.9279343,1,0.8571429,5,1,0,1,0,0,0,0,0,0
0,-0.3664385,-0.6946884,-0.243216,1,0.8571429,3.75,1,0,0,0,0,0,0,1,0
0,0.3725655,-0.0890676,-1.20064,1,0.8571429,4.5,0,0,0,0,0,0,0,0,1
0,-0.483008,0.2260886,-1.745393,1,1,4.25,1,0,0,0,0,0,0,0,0
0,-0.9384159,0.2260886,-1.153766,1,0.7142857,4.75,1,1,0,0,0,0,0,0,1
1,-1.134095,0.2260886,-1.20064,1,0.8571429,4.75,1,0,0,0,0,0,0,0,1
1,-0.3664385,-0.3707998,-0.1963423,1,1,3.5,1,1,0,0,0,0,0,1,0
0,0.4163809,1.565015,-0.6083553,1,0.7142857,4,1,1,0,0,0,0,0,0,1
0,-0.3664385,0.2260886,-0.5621383,0,1,4.75,0,0,0,0,0,0,1,0,0
1,0.8542801,1.565015,-1.519562,1,1,4,1,0,0,0,0,0,0,0,1
1,-1.561163,-0.0890676,-1.520219,1,0.7142857,3.75,1,0,0,0,0,0,0,1,0
1,0.8417022,-0.3707998,-0.2894331,0,1,4,1,0,0,0,0,0,1,0,0
0,-0.3664385,-0.1224916,-0.243216,1,0.8571429,3.5,1,0,0,0,0,0,0,1,0
0,0.8417022,-0.0556436,-1.20064,1,1,5,1,1,0,0,0,0,1,0,0
1,0.2019738,0.2260886,-1.246857,0,1,4.5,1,0,1,0,0,0,0,0,0
0,0.8133621,-0.3707998,-0.243216,1,0.8571429,5,1,1,0,0,0,0,0,0,0
1,-0.5090024,-0.0556436,-1.201296,1,0.5714286,2.75,1,1,0,0,0,1,0,1,0
0,0.4146344,-0.0890676,-0.243216,1,0.4285714,5,1,0,0,0,0,0,1,0,0
1,-1.105755,-0.788949,-1.20064,1,0.8571429,3.5,1,0,0,0,0,1,0,0,1
1,-2.691306,0.2260886,-1.474002,0,0.8571429,4.5,1,0,0,0,0,0,0,0,1
0,-0.2466846,0.2260886,-0.243216,0,0.8571429,4,1,0,0,0,0,0,0,0,0
