smoke_dum,neuroticism,conscientiousness,extraversion,smoke_parent,parent_control,maternal_care,taught,male,black,hisp,asian,race_other,prof,home,job_other
0,-0.3664385,0.2260886,0.0301459,0,0.7142857,4,1,1,0,0,0,0,0,1,0
1,-0.967907,-0.9851531,-0.8817173,1,0.4285714,3.25,1,0,0,0,0,0,0,0,1
0,-0.2081124,-0.1920606,-0.2894331,1,0.7142857,4.5,1,1,0,0,0,0,0,0,1
1,-0.3369475,-0.3373757,-0.2894331,1,0.2857143,5,0,0,0,0,0,0,0,0,1
0,-0.3664385,-0.0890676,-0.5621383,1,0.8571429,3.75,1,0,0,0,0,0,0,0,1
1,-0.8218464,-0.0556436,-0.2894331,1,0.8571429,4.5,1,1,0,0,0,0,0,0,1
0,0.3287753,0.6442378,-0.5621383,0,0.5714286,4.25,1,0,0,0,0,0,0,0,1
1,-0.3664385,0.2260886,-0.9279343,1,1,4,1,1,0,0,0,0,0,0,0
0,0.3276244,0.6442378,0.12258,1,0.7142857,5,0,0,0,0,0,0,0,0,1
0,-2.649549,0.5078208,-1.153766,1,0.7142857,3.75,1,0,0,0,0,0,0,0,1
1,0.8259399,0.2260886,-0.6083553,1,0.5714286,4,1,1,0,0,0,0,0,0,1
0,0.8417022,0.0139254,0.0294892,1,1,5,1,1,0,0,0,0,0,0,1
1,-1.07976,0.0473494,-1.199983,1,1,3.75,1,1,0,0,0,0,0,1,0
1,-0.5723638,-3.508958,-0.8810606,0,0.8571429,3,1,1,0,0,0,0,0,0,1
0,-0.1853025,0.959394,0.076363,0,0.5714286,5,1,0,0,0,0,0,0,0,1
0,0.8645121,0.6863943,-0.2438727,1,0.7142857,4,1,0,0,0,0,0,0,1,0
0,-0.0874648,-0.4129563,-0.8810606,1,0.8571429,3.75,1,1,0,0,0,0,0,0,0
0,0.2665403,-1.427994,-0.2894331,0,0.7142857,4.25,1,0,0,0,0,0,0,1,0
0,0.8779286,0.7198184,-0.9279343,1,0.7142857,5,1,0,0,0,0,0,0,0,1
1,-0.3538607,-0.925366,0.0301459,0,0.8571429,4,1,1,0,0,0,0,0,1,0
0,0.8542801,1.283283,-0.2894331,1,0.2857143,4,1,1,0,0,0,0,0,0,0
1,-0.3664385,0.2260886,-0.5621383,1,1,5,1,0,0,0,0,0,0,0,1
1,-0.8060842,1.283283,-0.2900898,1,0.7142857,4.25,0,0,0,0,0,0,0,1,0
1,-0.3664385,0.2260886,0.0294892,1,0.8571429,4.25,1,0,0,0,0,0,0,0,1
0,-0.6635203,0.6442378,-0.243216,1,0.7142857,4.75,1,0,0,0,0,0,0,0,1
0,0.8259399,1.241126,-0.5621383,0,0.8571429,4.75,1,0,0,0,0,0,0,0,1
0,-0.3664385,0.2260886,-0.8348436,1,0.7142857,4.5,0,0,0,0,0,0,0,0,1
1,-0.2081124,-1.112838,-0.8810606,0,0.8571429,4.5,1,0,0,0,0,0,0,0,1
1,0.7999455,0.5499773,-0.5614816,1,1,5,1,1,1,0,0,0,0,1,0
0,0.1987893,0.5412448,0.3028512,1,0.8571429,4.75,1,1,0,0,0,0,0,0,0
0,0.3602999,0.5499773,0.9406958,1,0.7142857,5,1,0,0,0,0,0,0,1,0
0,0.8960367,1.283283,1.260275,1,0.7142857,5,0,1,0,0,0,0,0,1,0
1,-0.8060842,0.2260886,0.3490682,1,0.5714286,4.5,1,0,0,0,0,0,0,1,0
0,0.2122058,-1.37589,1.260275,1,0.7142857,5,1,1,0,0,0,0,0,0,1
0,-0.3506762,-1.240522,1.260275,1,0.8571429,5,1,1,0,0,0,0,0,0,1
